Date,Open,High,Low,Close,Adj Close,Volume
19/12/2012,18.981071,19.060715,18.767857,18.796785,16.282547,449369200
20/12/2012,18.928572,18.935715,18.531429,18.633215,16.140862,481689600
21/12/2012,18.3025,18.559643,18.222857,18.547501,16.066614,596268400
24/12/2012,18.583929,18.723213,18.525356,18.577499,16.0926,175753200
26/12/2012,18.535713,18.552143,18.254286,18.321428,15.870777,302436400
27/12/2012,18.340714,18.4375,18.023571,18.395,15.93451,455120400
28/12/2012,18.224644,18.374287,18.147142,18.199642,15.765284,354278400
31/12/2012,18.233213,19.121429,18.178572,19.006071,16.463844,659492400
2/01/2013,19.779285,19.821428,19.343929,19.608213,16.985443,560518000
3/01/2013,19.567142,19.631071,19.321428,19.360714,16.771051,352965200
4/01/2013,19.1775,19.236786,18.779642,18.821428,16.303902,594333600
7/01/2013,18.642857,18.90357,18.4,18.710714,16.207994,484156400
8/01/2013,18.900356,18.996071,18.616072,18.76107,16.251619,458707200
9/01/2013,18.660713,18.750357,18.428213,18.467857,15.99762,407604400
10/01/2013,18.876785,18.882856,18.411428,18.696787,16.195927,601146000
11/01/2013,18.607143,18.761429,18.536428,18.582144,16.096624,350506800
14/01/2013,17.952856,18.125,17.803928,17.919643,15.522738,734207600
15/01/2013,17.796429,17.821072,17.263571,17.354286,15.033001,876772400
16/01/2013,17.665714,18.194286,17.589287,18.074642,15.657003,690804800
17/01/2013,18.225357,18.241072,17.929644,17.952856,15.551504,453678400
18/01/2013,17.804285,17.936428,17.728571,17.857143,15.468593,472922800
22/01/2013,18.02,18.138571,17.736786,18.0275,15.616169,461546400
23/01/2013,18.171785,18.3925,18.0275,18.3575,15.902021,861509600
24/01/2013,16.428572,16.633215,16.080357,16.089287,13.937205,1460852400
25/01/2013,16.131786,16.293928,15.535714,15.71,13.608649,1208026400
28/01/2013,15.636786,16.186071,15.566429,16.065357,13.916474,785517600
29/01/2013,16.375,16.435715,16.147142,16.366785,14.177583,571158000
30/01/2013,16.321428,16.521429,16.232143,16.315357,14.133039,417155200
31/01/2013,16.320715,16.402857,16.249287,16.2675,14.09158,319334400
1/02/2013,16.396786,16.41,16.012501,16.200714,14.033728,539484400
4/02/2013,16.211071,16.283571,15.785714,15.797143,13.68414,477117200
5/02/2013,15.858929,16.419287,15.793571,16.351429,14.164284,573347600
6/02/2013,16.3025,16.660713,16.16357,16.333929,14.149124,593706400
7/02/2013,16.544643,16.785713,16.218571,16.722143,14.569834,704580800
8/02/2013,16.928572,17.100357,16.723213,16.963572,14.78019,633158400
11/02/2013,17.017857,17.319286,16.901787,17.140356,14.934219,517490400
12/02/2013,17.125357,17.227858,16.705,16.710714,14.559876,609053200
13/02/2013,16.686071,16.915714,16.543571,16.678928,14.53218,475207600
14/02/2013,16.59,16.844286,16.572144,16.663929,14.519111,355275200
15/02/2013,16.744642,16.79143,16.425714,16.434286,14.319028,391745200
19/02/2013,16.467857,16.526072,16.208929,16.428213,14.313738,435783600
20/02/2013,16.346071,16.346071,16.02857,16.030357,13.967089,476302400
21/02/2013,15.928571,16.041786,15.815,15.930714,13.880271,447182400
22/02/2013,16.044643,16.128571,15.95,16.100357,14.028078,330654800
25/02/2013,16.208929,16.254286,15.806071,15.814286,13.778829,372579200
26/02/2013,15.850714,16.126429,15.630714,16.034643,13.970822,501499600
27/02/2013,16.015356,16.158571,15.7375,15.8775,13.833904,587350400
28/02/2013,15.858929,15.995357,15.764286,15.764286,13.735262,322515200
1/03/2013,15.642857,15.649286,15.356429,15.373929,13.395148,552448400
4/03/2013,15.278571,15.292857,14.964286,15.001786,13.070903,582755600
5/03/2013,15.052857,15.5425,15.026786,15.397857,13.415999,638433600
6/03/2013,15.518214,15.544643,15.158214,15.202143,13.245472,460250000
7/03/2013,15.160714,15.428929,15.037857,15.377857,13.398572,468473600
8/03/2013,15.35,15.551071,15.3075,15.418571,13.434047,391482000
11/03/2013,15.348214,15.678929,15.183571,15.638214,13.625418,474236000
12/03/2013,15.557143,15.674286,15.270357,15.301071,13.331665,465911600
13/03/2013,15.301786,15.517857,15.191429,15.298214,13.329179,405549200
14/03/2013,15.458214,15.522857,15.373214,15.446429,13.458317,303875600
15/03/2013,15.640357,15.865357,15.616071,15.845,13.805589,643960800
18/03/2013,15.766071,16.337856,15.757143,16.275715,14.180866,606197200
19/03/2013,16.410713,16.463215,16.017857,16.231787,14.142595,526775200
20/03/2013,16.33643,16.343929,16.056786,16.145714,14.067596,308660800
21/03/2013,16.079287,16.356428,16.075001,16.168928,14.087823,383255600
22/03/2013,16.235001,16.503571,16.182501,16.496786,14.373482,395105200
25/03/2013,16.596071,16.78393,16.492144,16.556429,14.425448,501135600
26/03/2013,16.622856,16.637142,16.4475,16.469286,14.349519,294294000
27/03/2013,16.302143,16.314285,16.0975,16.145714,14.067596,331237200
28/03/2013,16.065001,16.136429,15.772143,15.809286,13.774468,442839600
1/04/2013,15.782143,15.846429,15.276429,15.318214,13.346604,389732000
2/04/2013,15.271429,15.647857,15.228571,15.349643,13.373987,529519200
3/04/2013,15.406071,15.617143,15.368214,15.428214,13.442445,363216000
4/04/2013,15.491429,15.535714,15.1875,15.275714,13.309576,358447600
5/04/2013,15.160714,15.176786,14.988571,15.114286,13.168925,383695200
8/04/2013,15.173214,15.267857,15.088929,15.221786,13.262589,300829200
9/04/2013,15.227143,15.303571,15.098214,15.249286,13.286546,306614000
10/04/2013,15.289286,15.609286,15.214643,15.560357,13.557582,375928000
11/04/2013,15.49,15.6425,15.4,15.511786,13.515264,328364400
12/04/2013,15.505357,15.505357,15.324643,15.35,13.374297,238613200
15/04/2013,15.25,15.281786,14.983929,14.994643,13.064683,317520000
16/04/2013,15.056071,15.236071,15.020357,15.222857,13.263522,305771200
17/04/2013,15.009643,15.021429,14.218214,14.385714,12.534124,945056000
18/04/2013,14.463929,14.4925,13.919286,14.001786,12.199615,666299200
19/04/2013,13.856071,14.271429,13.753571,13.9475,12.152317,609274400
22/04/2013,14.022857,14.364286,13.973929,14.238214,12.405612,429920400
23/04/2013,14.428214,14.585,14.243214,14.504643,12.637748,664238400
24/04/2013,14.055,14.830357,14.017857,14.480714,12.616902,969651200
25/04/2013,14.686786,14.783571,14.535714,14.585,12.707764,384837600
26/04/2013,14.636071,14.956071,14.580357,14.9,12.982218,764097600
29/04/2013,15.016071,15.486429,15,15.361429,13.384259,640326400
30/04/2013,15.539286,15.901786,15.431071,15.813571,13.778205,691538400
1/05/2013,15.873571,15.890357,15.513929,15.688929,13.669605,506909200
2/05/2013,15.777857,16.02107,15.736786,15.911429,13.86347,421828400
3/05/2013,16.118214,16.186787,16.041071,16.070715,14.002253,361300800
6/05/2013,16.275356,16.507143,16.225357,16.45393,14.336144,496641600
7/05/2013,16.606071,16.633928,16.203571,16.380714,14.272351,483753200
8/05/2013,16.394285,16.620358,16.278929,16.565714,14.433537,472598000
9/05/2013,16.421785,16.535713,16.270714,16.313213,14.307618,398487600
10/05/2013,16.356071,16.418215,16.088572,16.1775,14.188591,334852000
13/05/2013,16.125357,16.353571,16.125,16.240713,14.244031,316948800
14/05/2013,16.208929,16.257143,15.791071,15.852143,13.903232,447118000
15/05/2013,15.684286,15.75,15.084286,15.316071,13.433066,741613600
16/05/2013,15.115714,15.6375,14.960714,15.520714,13.61255,603204000
17/05/2013,15.680357,15.7175,15.393214,15.473571,13.571202,427904400
20/05/2013,15.425357,15.921429,15.360714,15.818929,13.8741,451578400
21/05/2013,15.648214,15.91,15.507143,15.702143,13.771672,456022000
22/05/2013,15.858929,16.012501,15.650714,15.7625,13.824613,443038400
23/05/2013,15.569643,15.934286,15.563929,15.790714,13.849359,353021200
24/05/2013,15.744643,15.916429,15.727143,15.898214,13.943643,276166800
28/05/2013,16.067858,16.111071,15.744643,15.765714,13.82743,386145200
29/05/2013,15.714286,15.982143,15.692857,15.891071,13.937376,330576400
30/05/2013,15.916071,16.232143,15.875357,16.127857,14.14505,353519600
31/05/2013,16.160713,16.325001,16.053572,16.061787,14.087102,384302800
3/06/2013,16.0975,16.155714,15.802857,16.097143,14.118115,372352400
4/06/2013,16.186428,16.229643,15.978214,16.046785,14.073948,292728800
5/06/2013,15.916071,16.097143,15.846786,15.896786,13.942388,290589600
6/06/2013,15.909643,15.964286,15.501786,15.659286,13.734086,416934000
7/06/2013,15.589286,15.83,15.456071,15.778929,13.83902,404535600
10/06/2013,15.883214,16.03857,15.6,15.674643,13.747554,450153200
11/06/2013,15.562143,15.812857,15.475714,15.628571,13.707148,286112400
12/06/2013,15.696429,15.758929,15.410714,15.435357,13.537693,265227200
13/06/2013,15.446429,15.612143,15.3125,15.57,13.655781,285832400
14/06/2013,15.55,15.581786,15.303571,15.358929,13.470657,271866000
17/06/2013,15.408571,15.560714,15.37,15.428571,13.531735,259414400
18/06/2013,15.412857,15.532143,15.364643,15.420357,13.524533,195025600
19/06/2013,15.407143,15.416429,15.107143,15.107143,13.249826,310940000
20/06/2013,14.975,15.213571,14.8275,14.887143,13.056875,357310800
21/06/2013,14.946071,15,14.575,14.767857,12.952252,481118400
24/06/2013,14.55,14.595,14.216071,14.376429,12.608947,480746000
25/06/2013,14.489286,14.563929,14.243929,14.379643,12.611768,314162800
26/06/2013,14.425,14.456786,14.130714,14.216786,12.468932,367724000
27/06/2013,14.258929,14.335357,14.055,14.063571,12.334554,337246000
28/06/2013,13.977143,14.295357,13.888214,14.161786,12.420693,578516400
1/07/2013,14.381786,14.723929,14.329286,14.615,12.818188,391053600
2/07/2013,14.641429,15.058214,14.623929,14.946071,13.108559,469865200
3/07/2013,15.030714,15.106429,14.908929,15.028571,13.180916,240928800
5/07/2013,15.013929,15.1175,14.833929,14.907857,13.075041,274024800
8/07/2013,15.003929,15.035714,14.666071,14.823214,13.000803,298138400
9/07/2013,14.771429,15.125,14.656429,15.083929,13.229466,352584400
10/07/2013,14.985714,15.171429,14.9375,15.026071,13.178724,281405600
11/07/2013,15.105357,15.294643,15.041786,15.260357,13.384206,326292400
12/07/2013,15.273214,15.349643,15.121786,15.2325,13.359772,279563200
15/07/2013,15.178929,15.409286,15.171429,15.265714,13.388902,241917200
16/07/2013,15.232857,15.3825,15.148929,15.364286,13.475354,216538000
17/07/2013,15.346429,15.436429,15.293571,15.368214,13.478798,198990400
18/07/2013,15.477857,15.531071,15.378929,15.42,13.52422,218878800
19/07/2013,15.467857,15.499286,15.155357,15.176786,13.310907,268721600
22/07/2013,15.337857,15.348214,15.195357,15.225357,13.353506,207796400
23/07/2013,15.214286,15.248571,14.953929,14.963929,13.124221,369395600
24/07/2013,15.676071,15.878214,15.545,15.7325,13.798301,591936800
25/07/2013,15.739286,15.764286,15.564643,15.660714,13.73534,229493600
26/07/2013,15.546429,15.751429,15.512143,15.749643,13.813336,200152400
29/07/2013,15.742857,16.071072,15.721429,15.9925,14.026334,248057600
30/07/2013,16.07,16.326786,16.043928,16.190001,14.199552,309422400
31/07/2013,16.249643,16.33357,16.051071,16.161785,14.174808,322957600
1/08/2013,16.276787,16.314285,16.187857,16.309999,14.304798,206250800
2/08/2013,16.3575,16.530357,16.309286,16.519285,14.488356,274783600
5/08/2013,16.596071,16.809643,16.505358,16.766071,14.704803,318855600
6/08/2013,16.715,16.853214,16.506071,16.616072,14.573241,334857600
7/08/2013,16.564285,16.678572,16.491785,16.606428,14.564788,298858000
8/08/2013,16.566429,16.575001,16.355356,16.464643,14.535776,255777200
9/08/2013,16.379999,16.445,16.201786,16.230356,14.328938,266865200
12/08/2013,16.316429,16.737499,16.308214,16.691429,14.735994,364434000
13/08/2013,16.819286,17.66643,16.71607,17.484644,15.436283,881941200
14/08/2013,17.781429,18.008928,17.621429,17.803572,15.717847,756372400
15/08/2013,17.729286,17.942858,17.467142,17.782499,15.699249,490294000
16/08/2013,17.862499,17.962143,17.816429,17.940357,15.838611,362306000
19/08/2013,18.012142,18.347857,18,18.133572,16.009186,510518400
20/08/2013,18.20393,18.234644,17.886429,17.895357,15.798884,358688400
21/08/2013,17.985357,18.112499,17.9,17.941429,15.839555,335879600
22/08/2013,18.035,18.056786,17.792856,17.962856,15.858475,244207600
23/08/2013,17.973928,17.976786,17.833929,17.893572,15.797305,222731600
26/08/2013,17.883928,18.22143,17.875,17.963215,15.858789,330965600
27/08/2013,17.785713,17.946787,17.367857,17.449642,15.405378,424188800
28/08/2013,17.357143,17.707144,17.357143,17.532143,15.478216,307608000
29/08/2013,17.558929,17.732143,17.540358,17.560715,15.503443,239657600
30/08/2013,17.571428,17.605356,17.375,17.400715,15.362187,272297200
3/09/2013,17.610714,17.878571,17.405357,17.449286,15.405067,331928800
4/09/2013,17.841429,17.937143,17.724285,17.810356,15.723836,345032800
5/09/2013,17.866072,17.88143,17.629999,17.688213,15.615997,236367600
6/09/2013,17.80143,17.834999,17.498215,17.793571,15.70902,359525600
9/09/2013,18.035713,18.139999,17.981428,18.077499,15.959687,340687200
10/09/2013,18.078571,18.123215,17.482143,17.665714,15.596143,743195600
11/09/2013,16.678928,16.9175,16.600357,16.70393,14.747027,898696400
12/09/2013,16.732143,16.978571,16.643213,16.881786,14.904053,404051200
13/09/2013,16.762142,16.85107,16.59643,16.603571,14.658433,298835600
16/09/2013,16.464287,16.486071,15.972143,16.075714,14.192414,543706800
17/09/2013,15.998571,16.418215,15.982143,16.261429,14.356368,399380800
18/09/2013,16.542143,16.655357,16.452143,16.595715,14.65149,456862000
19/09/2013,16.810715,16.993929,16.758928,16.867857,14.891756,404541200
20/09/2013,17.071428,17.09107,16.642857,16.693214,14.737576,699302800
23/09/2013,17.717857,17.746786,17.235714,17.522858,15.470021,762106800
24/09/2013,17.674286,17.695356,17.422144,17.467857,15.421465,364344400
25/09/2013,17.47143,17.487143,17.19393,17.1975,15.182777,316957200
26/09/2013,17.357143,17.44857,17.282143,17.365,15.330658,237221600
27/09/2013,17.277857,17.309643,17.168571,17.241072,15.221246,228040400
30/09/2013,17.044643,17.202143,16.943214,17.026787,15.032063,260156400
1/10/2013,17.0875,17.469286,17.084999,17.427143,15.385516,353883600
2/10/2013,17.343929,17.564285,17.276787,17.484285,15.435967,289184000
3/10/2013,17.518213,17.583929,17.169287,17.264643,15.242056,322753200
4/10/2013,17.280714,17.307142,17.092857,17.251072,15.230072,258868400
7/10/2013,17.377144,17.594643,17.333929,17.419643,15.3789,312292400
8/10/2013,17.497856,17.522858,17.162144,17.17643,15.164174,290917200
9/10/2013,17.308571,17.42107,17.081429,17.378214,15.342322,301725200
10/10/2013,17.547144,17.584999,17.394285,17.487143,15.438495,278602800
11/10/2013,17.3925,17.637142,17.327143,17.600357,15.53844,267738800
14/10/2013,17.493929,17.770714,17.476786,17.715714,15.640285,261898000
15/10/2013,17.768213,17.928572,17.697144,17.809999,15.723523,320073600
16/10/2013,17.885357,17.9475,17.829643,17.896786,15.800146,251101200
17/10/2013,17.856428,18.027857,17.845715,18.017857,15.907028,253593200
18/10/2013,18.071072,18.187857,18.061071,18.174643,16.04545,290542000
21/10/2013,18.2775,18.725,18.268572,18.620001,16.438631,398106800
22/10/2013,18.800358,18.873215,18.143929,18.566786,16.391655,534063600
23/10/2013,18.535713,18.77393,18.535713,18.748571,16.552141,313723200
24/10/2013,18.75,19.016787,18.65893,18.996786,16.771276,384764800
25/10/2013,18.975714,19.043928,18.753929,18.784286,16.58367,337792000
28/10/2013,18.894285,18.964287,18.686071,18.924286,16.707273,550440800
29/10/2013,19.1525,19.258928,18.376429,18.452856,16.291069,635807200
30/10/2013,18.557501,18.84,18.465,18.746429,16.550245,354163600
31/10/2013,18.75,18.838928,18.616785,18.667856,16.480883,275696400
1/11/2013,18.715,18.742857,18.422857,18.5725,16.396694,274890000
4/11/2013,18.610714,18.815001,18.528929,18.8125,16.608585,244627600
5/11/2013,18.735001,18.888929,18.678572,18.766071,16.567589,265213200
6/11/2013,18.719643,18.745001,18.507143,18.604286,16.520651,223375600
7/11/2013,18.556429,18.685356,18.299286,18.303213,16.2533,262620400
8/11/2013,18.377857,18.611786,18.306786,18.591429,16.509235,279316800
11/11/2013,18.571072,18.631071,18.371786,18.5375,16.461348,227452400
12/11/2013,18.488214,18.71143,18.464287,18.571787,16.491796,204276800
13/11/2013,18.5,18.651787,18.462856,18.593929,16.511456,197220800
14/11/2013,18.671785,18.902857,18.638214,18.862858,16.750267,282419200
15/11/2013,18.806429,18.89607,18.731787,18.749643,16.649734,317920400
18/11/2013,18.749643,18.828215,18.507143,18.522499,16.448021,244944000
19/11/2013,18.536785,18.692142,18.498928,18.555357,16.477205,208938800
20/11/2013,18.543928,18.58643,18.368929,18.392857,16.332901,193916800
21/11/2013,18.485714,18.614643,18.345358,18.612143,16.527632,262026800
22/11/2013,18.554285,18.648571,18.518929,18.564285,16.485134,223725600
25/11/2013,18.607857,18.781071,18.607143,18.705,16.610086,229311600
26/11/2013,18.718571,19.147858,18.714287,19.049999,16.916445,401382800
27/11/2013,19.153929,19.5,19.049999,19.498571,17.314779,363448400
29/11/2013,19.624287,19.940357,19.564644,19.859644,17.635414,318127600
2/12/2013,19.928572,20.154642,19.672144,19.686787,17.481916,472544800
3/12/2013,19.939285,20.227858,19.917143,20.225714,17.960485,450968000
4/12/2013,20.196428,20.328215,20.029285,20.178572,17.918623,377809600
5/12/2013,20.451786,20.540714,20.22893,20.282143,18.010588,447580000
6/12/2013,20.206785,20.241072,19.984644,20.000713,17.760687,344352400
9/12/2013,20.032143,20.342142,20.032143,20.229643,17.963974,320493600
10/12/2013,20.127857,20.281429,20.042856,20.198214,17.936069,278269600
11/12/2013,20.25,20.391787,19.98893,20.048571,17.803185,359718800
12/12/2013,20.076429,20.190714,20.001072,20.019285,17.77718,262290000
13/12/2013,20.101786,20.102858,19.77393,19.801071,17.583406,332822000
16/12/2013,19.822144,20.094286,19.821787,19.910713,17.680765,282592800
17/12/2013,19.850357,19.98,19.763571,19.821072,17.601158,229902400
18/12/2013,19.632143,19.694643,19.242857,19.670357,17.467323,565863200
19/12/2013,19.625,19.642857,19.418928,19.445,17.26721,320308800
20/12/2013,19.479643,19.700357,19.457857,19.607857,17.411821,436413600
23/12/2013,20.285713,20.382856,20.098572,20.360357,18.08005,501306400
24/12/2013,20.353214,20.424286,20.215357,20.27393,18.0033,167554800
26/12/2013,20.289286,20.339287,20.120714,20.139286,17.883739,204008000
27/12/2013,20.136429,20.157499,19.982143,20.003214,17.762901,225884400
30/12/2013,19.909286,20.003214,19.725714,19.804285,17.586256,253629600
31/12/2013,19.791786,20.045713,19.785713,20.036428,17.792398,223084400
2/01/2014,19.845715,19.893929,19.715,19.754642,17.54217,234684800
3/01/2014,19.745001,19.775,19.301071,19.320715,17.156839,392467600
6/01/2014,19.194643,19.52857,19.057142,19.426071,17.250401,412610800
7/01/2014,19.440001,19.498571,19.21143,19.287144,17.127033,317209200
8/01/2014,19.243214,19.484285,19.23893,19.409286,17.235493,258529600
9/01/2014,19.52857,19.530714,19.119642,19.161428,17.0154,279148800
10/01/2014,19.279642,19.314285,18.968214,19.033571,16.901857,304976000
13/01/2014,18.925358,19.375,18.924286,19.133215,16.990335,378492800
14/01/2014,19.222143,19.526072,19.202143,19.513929,17.328419,332561600
15/01/2014,19.768572,20.007143,19.702143,19.905714,17.676321,391638800
16/01/2014,19.817858,19.887501,19.702856,19.794643,17.57769,229278000
17/01/2014,19.695715,19.716785,19.282143,19.309643,17.147009,426739600
21/01/2014,19.321072,19.645357,19.300714,19.609644,17.413406,328526800
22/01/2014,19.675358,19.903214,19.564644,19.696787,17.490799,379985200
23/01/2014,19.640715,19.875,19.4575,19.863571,17.638901,403239200
24/01/2014,19.785713,19.843571,19.455357,19.502501,17.318268,429354800
27/01/2014,19.645357,19.814285,19.491072,19.660713,17.458765,554878800
28/01/2014,18.17,18.392857,17.93107,18.089287,16.063326,1065523200
29/01/2014,17.998215,18.120358,17.807858,17.883928,15.88097,502810000
30/01/2014,17.947857,18.089287,17.739286,17.849285,15.850212,678501600
31/01/2014,17.684999,17.911785,17.626785,17.878571,15.876211,464797200
3/02/2014,17.950357,18.133215,17.832144,17.911785,15.905707,401464000
4/02/2014,18.066071,18.195,17.955713,18.17107,16.135952,376681200
5/02/2014,18.091429,18.402857,18.080357,18.306786,16.25647,328344800
6/02/2014,18.216429,18.339287,18.13607,18.303928,16.351227,257765200
7/02/2014,18.620714,18.676071,18.477858,18.559999,16.579979,370280400
10/02/2014,18.523571,18.999643,18.5,18.8925,16.87701,345559200
11/02/2014,18.950357,19.205357,18.910713,19.14143,17.099382,282256800
12/02/2014,19.176786,19.27,19.044287,19.139999,17.098104,308100800
13/02/2014,19.094999,19.458929,19.078571,19.44393,17.369612,307398000
14/02/2014,19.373928,19.499287,19.32893,19.428213,17.35557,272924400
18/02/2014,19.5,19.685356,19.486071,19.499643,17.419376,260251600
19/02/2014,19.455357,19.531786,19.083929,19.191786,17.144365,313768000
20/02/2014,19.035357,19.178572,18.892857,18.969643,16.945923,305858000
21/02/2014,19.028214,19.091785,18.735714,18.758928,16.757687,278784800
24/02/2014,18.683929,18.925714,18.657858,18.84107,16.831062,288909600
25/02/2014,18.906429,18.913214,18.607143,18.645,16.655916,231952000
26/02/2014,18.700357,18.75,18.414286,18.476786,16.505648,276217200
27/02/2014,18.469286,18.885,18.430357,18.845358,16.83489,301882000
28/02/2014,18.895714,19.026787,18.647142,18.794287,16.78927,371968800
3/03/2014,18.693571,18.951786,18.671785,18.848572,16.837769,238781200
4/03/2014,18.964287,19.022858,18.848928,18.972857,16.948793,259140000
5/03/2014,18.96143,19.098213,18.897499,19.012857,16.984524,200062800
6/03/2014,19.028214,19.087143,18.860714,18.955357,16.933159,185488800
7/03/2014,18.967501,18.999287,18.7875,18.944286,16.923275,220729600
10/03/2014,18.870001,19.047501,18.869286,18.96143,16.938585,178584000
11/03/2014,19.123215,19.240713,19.02107,19.14607,17.103529,279224400
12/03/2014,19.089643,19.191071,19,19.164642,17.120121,199326400
13/03/2014,19.194286,19.273571,18.898571,18.951786,16.929972,257742800
14/03/2014,18.885357,18.960358,18.678572,18.73893,16.73982,237199200
17/03/2014,18.84643,18.9275,18.780357,18.812143,16.805229,199544800
18/03/2014,18.782143,18.998928,18.757143,18.978571,16.953897,209647200
19/03/2014,19.009287,19.151428,18.892857,18.973572,16.949434,224756000
20/03/2014,18.924643,19.02393,18.833929,18.882143,16.867756,208398400
21/03/2014,18.997499,19.0625,18.797501,19.031071,17.000799,374046400
24/03/2014,19.229286,19.303572,19.109285,19.256786,17.202435,355700800
25/03/2014,19.339287,19.491072,19.27107,19.463928,17.387474,282293200
26/03/2014,19.518572,19.607143,19.245001,19.277857,17.221258,299768000
27/03/2014,19.286428,19.339287,19.111429,19.195,17.14724,222031600
28/03/2014,19.225714,19.247856,19.080357,19.173571,17.128092,200564000
31/03/2014,19.258215,19.314644,19.140356,19.169287,17.124266,168669200
1/04/2014,19.205713,19.352501,19.170357,19.344643,17.280918,200760000
2/04/2014,19.370714,19.41,19.295,19.376785,17.309631,180420800
3/04/2014,19.335358,19.375,19.201429,19.2425,17.189671,162344000
4/04/2014,19.278929,19.285713,18.949286,18.99357,16.967297,275251200
7/04/2014,18.857857,18.960714,18.638929,18.695356,16.700897,289850400
8/04/2014,18.756786,18.790001,18.525,18.694286,16.69994,243888400
9/04/2014,18.665714,18.946072,18.643572,18.940001,16.919443,206169600
10/04/2014,18.952856,19.008572,18.684643,18.695715,16.701212,239652000
11/04/2014,18.535713,18.672501,18.469286,18.557501,16.577755,271717600
14/04/2014,18.639286,18.648571,18.471786,18.63143,16.643785,205674000
15/04/2014,18.581072,18.629999,18.261786,18.498571,16.525112,266490000
16/04/2014,18.501785,18.610357,18.362143,18.536072,16.558603,214765600
17/04/2014,18.571428,18.848572,18.542856,18.747856,16.747789,284334400
21/04/2014,18.762142,19.004999,18.712856,18.970358,16.946564,182548800
22/04/2014,18.868214,18.993929,18.803572,18.989286,16.963472,202563200
23/04/2014,18.895,18.968929,18.730356,18.741072,16.741739,394940000
24/04/2014,20.293215,20.357143,20.026072,20.2775,18.114256,759911600
25/04/2014,20.161785,20.428213,20.14143,20.42643,18.247293,390275200
28/04/2014,20.457144,21.276787,20.448214,21.217501,18.953974,669485600
29/04/2014,21.205,21.285,21.053928,21.154642,18.89782,337377600
30/04/2014,21.165714,21.408215,21.064285,21.074642,18.826355,456640800
1/05/2014,21.142857,21.242857,20.941429,21.124287,18.870701,244048000
2/05/2014,21.155001,21.22143,21.061071,21.16357,18.905792,191514400
5/05/2014,21.076429,21.464287,21.071428,21.462856,19.173155,287067200
6/05/2014,21.492857,21.586071,21.22893,21.22893,18.964188,374564400
7/05/2014,21.258928,21.331785,20.990356,21.154642,18.89782,282864400
8/05/2014,21.008928,21.22893,20.942858,20.999643,18.864132,230297200
9/05/2014,20.876429,20.9375,20.72607,20.912144,18.785536,291597600
12/05/2014,20.981787,21.202143,20.978571,21.172501,19.019409,213208800
13/05/2014,21.142857,21.23357,21.09643,21.205713,19.049248,159737200
14/05/2014,21.158215,21.335714,21.133572,21.209642,19.052778,166404000
15/05/2014,21.239286,21.307142,21.001429,21.029285,18.890768,230846000
16/05/2014,21.022499,21.340357,20.907143,21.339643,19.169561,276256400
19/05/2014,21.351786,21.690357,21.333214,21.592501,19.396704,317755200
20/05/2014,21.589643,21.657143,21.454643,21.596786,19.400557,234836000
21/05/2014,21.565357,21.667856,21.502144,21.653929,19.451883,196859600
22/05/2014,21.664286,21.780357,21.575001,21.688213,19.482685,200760000
23/05/2014,21.6875,21.954643,21.659643,21.933214,19.702768,232209600
27/05/2014,21.995714,22.352142,21.986786,22.343929,20.071714,348866000
28/05/2014,22.357857,22.493929,22.277857,22.286072,20.019743,315481600
29/05/2014,22.423214,22.745358,22.420357,22.692142,20.38452,376474000
30/05/2014,22.785,23.006071,22.460714,22.607143,20.308163,564020800
2/06/2014,22.64143,22.672501,22.232143,22.451786,20.168604,369350800
3/06/2014,22.445,22.812143,22.4375,22.769285,20.453812,292709200
4/06/2014,22.765715,23.138929,22.718214,23.029285,20.687376,335482000
5/06/2014,23.078571,23.191786,22.950357,23.119642,20.768547,303805600
6/06/2014,23.210714,23.259287,23.016787,23.05607,20.711433,349938400
9/06/2014,23.174999,23.469999,22.9375,23.424999,21.04285,301660000
10/06/2014,23.682501,23.762501,23.3925,23.5625,21.166368,251108000
11/06/2014,23.532499,23.690001,23.3675,23.465,21.078783,182724000
12/06/2014,23.51,23.530001,22.975,23.0725,20.726196,218996000
13/06/2014,23.049999,23.110001,22.719999,22.82,20.499376,218100000
16/06/2014,22.877501,23.1875,22.862499,23.049999,20.705986,142244000
17/06/2014,23.077499,23.174999,22.950001,23.02,20.679039,118904000
18/06/2014,23.067499,23.0725,22.8375,23.045,20.701498,134056000
19/06/2014,23.0725,23.075001,22.834999,22.965,20.629631,142112000
20/06/2014,22.9625,23.137501,22.725,22.727501,20.416285,403592000
23/06/2014,22.83,22.905001,22.65,22.7075,20.398315,174776000
24/06/2014,22.6875,22.934999,22.547501,22.57,20.274796,156144000
25/06/2014,22.5525,22.674999,22.4125,22.59,20.292765,147476000
26/06/2014,22.592501,22.762501,22.450001,22.725,20.414036,130516000
27/06/2014,22.705,23,22.692499,22.995001,20.656576,256116000
30/06/2014,23.025,23.432501,23.022499,23.2325,20.86993,197929200
1/07/2014,23.379999,23.5175,23.282499,23.379999,21.002424,152892000
2/07/2014,23.467501,23.514999,23.272499,23.370001,20.993446,113860000
3/07/2014,23.4175,23.525,23.299999,23.5075,21.116961,91567200
7/07/2014,23.535,23.997499,23.525,23.9925,21.552643,225872000
8/07/2014,24.067499,24.200001,23.48,23.8375,21.413404,260888000
9/07/2014,23.860001,23.987499,23.690001,23.8475,21.422382,145744000
10/07/2014,23.440001,23.887501,23.379999,23.76,21.343788,158744000
